Date,Open,High,Low,Close,Volume
2025-01-12,100.33153615930878,102.08633676009453,99.7847687957087,100.49671415301123,82267
2025-01-13,99.80266547278151,101.36372403805044,98.84275763091131,100.35844985184005,58136
2025-01-14,100.2458691246081,102.15994615919347,100.97735141268123,101.00613838994074,33625
2025-01-15,102.20439858915601,103.51420363398648,102.29702296533493,102.52916824634876,92873
2025-01-16,103.18083427945047,102.68550084722152,102.20300958758192,102.29501487162543,82592
2025-01-17,101.70728377871777,103.50578214519926,101.97942031003831,102.06087791467625,87052
2025-01-18,103.67767197367037,104.20163545506536,101.92916956216163,103.64009073018364,54261
2025-01-19,104.81356337712691,104.45615739219946,103.00020974057651,104.40752545933655,11542
2025-01-20,103.66531027816018,105.22899566521593,102.98970341522694,103.9380510734016,31677
2025-01-21,105.42417528242949,104.83483247580166,104.28494279568555,104.48061111698756,56732
2025-01-22,104.94208801405932,105.89811059288094,103.03396167394143,104.0171934241751,60343
2025-01-23,103.05502826225558,105.45932082461002,102.60452012904372,103.55146367060485,49081
2025-01-24,103.78792295395564,105.62315472261177,103.44702220235084,103.79342594217087,72856
2025-01-25,101.4819023171466,102.62046309802396,101.01244239903713,101.88014569751307,98858
2025-01-26,99.72490885375498,100.18614109805777,99.3582183962053,100.15522786500004,29065
2025-01-27,98.66671423046813,101.44957746093452,98.36124013965464,99.59294033575907,93460
2025-01-28,98.79923788338445,99.43647751205928,97.30992191368937,98.58010921542466,98092
2025-01-29,98.89971459447766,100.82766618610727,98.80374852847584,98.89435654801993,64693
2025-01-30,97.08928997499869,99.91357242667722,97.23710724324577,97.98633247249872,36962
2025-01-31,96.13132169963664,98.28004768209814,95.32230893973495,96.57402877116343,38295
2025-02-01,98.8562093120183,98.62857532422416,97.03340502292481,98.03967754008498,23807
2025-02-02,97.29302502093238,98.58409669680229,96.1009215572218,97.81390123959844,52348
2025-02-03,97.17121918846881,99.58370278732008,96.56404218104848,97.88142944428637,36432
2025-02-04,96.43558677862804,97.09052526838546,96.13081240391004,96.4566812580729,93285
2025-02-05,96.88359944176892,96.2512840269199,95.77116103874687,95.91229853354773,67854
2025-02-06,95.50733166628059,97.13682364817429,94.73838256684495,96.02322112325758,50262
2025-02-07,95.21649864064705,96.74453709415685,94.81920492475204,94.87222754583529,47080
2025-02-08,95.7711647948384,96.6399851575309,94.07637440163403,95.24792556418096,11324
2025-02-09,94.12256196224695,95.78740921444088,92.76682639141224,94.64728687426215,45909
2025-02-10,94.8120258216926,94.54994611201042,93.20464476871713,94.35559312446888,99339
2025-02-11,93.48945277767798,94.98390096563782,92.97754665982643,93.75388651223948,29870
2025-02-12,95.87077635793558,97.58627239695694,94.31958825986372,95.60616469674842,44578
2025-02-13,95.85972689353228,95.87283550248354,94.67616169102746,95.59266747201049,82124
2025-02-14,94.60650591120411,95.57161584778207,93.44372296442272,94.53495654305459,36790
2025-02-15,94.5380809952666,97.11224759901368,93.47457183760473,95.35750145515777,35289
2025-02-16,94.80726279636524,95.61819504069517,93.36445252958521,94.13665780518676,65129
2025-02-17,93.98708153013497,95.73955288218204,92.42314027254368,94.3455214001915,25485
2025-02-18,91.75888829711144,93.79081944428594,90.5751499923996,92.38585127631173,54482
2025-02-19,90.13921551052283,91.77664752985282,90.66608295783472,91.05766522741331,96188
2025-02-20,91.43631234965892,91.84171015181141,91.1158038615321,91.25452646328243,14748
2025-02-21,92.3481217669624,93.61171535423486,91.79143704052298,91.99299304327783,96769
2025-02-22,91.19753698232351,93.78458811382616,92.1279176731647,92.1643613244678,19435
2025-02-23,92.07289915867813,93.78285767923978,91.85982712056772,92.04871304207957,13709
2025-02-24,91.20060089688616,93.57409045160323,90.38159579965756,91.74760934649028,40355
2025-02-25,90.55943293694175,91.29177215384473,90.1267100592024,90.26908735612285,65771
2025-02-26,88.89797600573812,90.55227573710253,88.9112918871406,89.54924314772813,67799
2025-02-27,89.47047985297328,90.68519473470191,87.39885375482945,89.08860437676836,23116
2025-02-28,89.91919729558835,91.4456544645428,90.09918273151561,90.14572660298727,35470
2025-03-01,91.36280487002921,91.89327864707114,88.86040792737786,90.48934489255574,52344
2025-03-02,88.00134662548497,90.3178900760652,88.16259518764619,88.72630473719299,52918
2025-03-03,88.73252140868831,90.83039939022292,88.81405905134449,89.0503887065878,62224
2025-03-04,87.89225346865264,89.34129673987454,87.27183209544317,88.66530642617147,49298
2025-03-05,88.83777166242264,88.73955033114541,86.73049873230575,87.98838442586552,90219
2025-03-06,89.35473942146835,88.78802459438812,86.84511668765228,88.60006071470639,71629
2025-03-07,89.14694349263264,90.78762051919468,88.16091814959456,89.63106023720233,76040
2025-03-08,90.8823084483869,90.63422490391201,88.95537849554883,90.56234035631853,38016
2025-03-09,90.35756723349833,90.65431886936082,89.15905368795329,89.7231228330959,33960
2025-03-10,89.52431208044361,90.49919972665984,89.05903136968524,89.41391045724468,43591
2025-03-11,89.80447504536025,90.31825639290481,88.24394438536652,89.74517388864824,92848
2025-03-12,90.2044235975715,91.90238553690862,89.10704953723607,90.7207190157706,77641
2025-03-13,89.42775031353712,90.30254527780342,88.26053449392397,90.24154477792531,46395
2025-03-14,90.85031731716815,90.13058217875992,89.23065044743865,90.0558858012615,32700
2025-03-15,89.75038694158212,90.59475194857478,88.2055146556699,88.94955082725546,44620
2025-03-16,88.01954711772134,88.47372548599733,86.2005182816908,87.7533442031748,30559
2025-03-17,88.2439296076664,88.81999105087277,87.88426294506296,88.565870025569,71642
2025-03-18,89.62052920336514,90.96659657424944,88.06059540293269,89.92211005413982,86539
2025-03-19,90.30201129029997,91.3900870387567,88.13327442887346,89.85009993255949,31732
2025-03-20,91.64785335035667,91.2852748854452,89.99564477570148,90.85363283045152,40354
2025-03-21,91.98944170402939,92.46104980713714,89.71352671991615,91.21526885549915,23843
2025-03-22,91.12990019260926,90.74084403088155,89.06106335272464,90.57014910089401,81726
2025-03-23,91.21560799871101,91.03490814873965,90.72529696873058,90.93154470640243,27640
2025-03-24,91.63786120285849,93.5322905360047,90.66447545950926,92.4695812728684,62528
